"ID","number_of_total_atoms","atoms_10","atoms_20","atoms_30","atoms_40","atoms_60","atoms_80","spacegroup","Spacegroup_12","Spacegroup_33","Spacegroup_167","Spacegroup_194","Spacegroup_206","Spacegroup_227","percent_atom_al","percent_atom_ga","percent_atom_in","lattice_vector_1_ang","lattice_vector_2_ang","lattice_vector_3_ang","lattice_angle_alpha_degree","lattice_angle_beta_degree","lattice_angle_gamma_degree","formation_energy_ev_natom_log_y_plus_1","bandgap_energy_ev_log_y_plus_1","Aluminum","Gallium","Indium"
424,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.78448670989897,1.78448670989897,-3.66356164612965,3.5054978924216,1.701698421232,1.42817547459327,0.086473547937251,0.0645095854340642,0.773012797884914,0.0208804775793551,1.17276073619317,0,1,0
425,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,1.19223189943701,-1.19223189943701,3.04045379721749,5.52832939349299,1.7273955381953,0.0864738440624652,0.0644573119394295,0.772829762957002,0.124427578375052,0.993622074810479,0,1,0
426,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.745168365310824,-1.0330150061823,-2.38433574301274,3.11176576245789,5.00275480691192,1.70367161937212,0.0864737638813779,0.0644572916774172,0.773051807253003,0.108675016625656,1.4613322579025,1,0,0
427,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0.745168365310824,-3.66356164612965,-0.745168365310824,2.2521315876722,3.56000966153965,1.94283792792306,0.0864739797205616,0.0644572156286687,1.85700767869755,0.429767400631129,0.259359755447192,1,0,0
428,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-2.04942989395194,0,-0.360287384658641,4.91885145472308,3.79286527335928,1.4726208305811,0.08647355410854,0.0645105744104961,0.773012797884914,0.171429115627531,0.789502268802708,0,0,0
429,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-0.484245985961279,0.484245985961279,-3.66356164612965,3.48574185180759,1.67621816841541,1.42251880527342,0.0864735294228695,0.0645096711915844,0.773015798581531,0.0431552703139276,1.30787325460688,0,1,0
430,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.85079959206822,-2.85079959206822,2.38433574301274,3.15223599755547,5.84204319267842,1.76295376558204,0.0864735849636997,0.0644572764760318,0.772985791795404,0.0393168623769504,0.649299780779669,0,0,1
431,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.238625915462587,-1.0330150061823,-0.745168365310824,4.88869511033017,3.70631438532177,1.45559048014882,0.0864735294228695,0.0645104700359132,0.773012797884914,0.190289726443131,1.04577394165211,0,0,0
432,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-0.745168365310824,-1.36687627526279,2.2462047684915,3.54671958377378,1.93484197003045,0.086474546569206,0.0644572896508073,1.85713905433203,0.326998934828731,0.851901532920805,0,0,0
433,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.745168365310824,-0.484245985961279,-0.745168365310824,3.17344744213869,3.57433657308517,1.95929115767208,0.0865304983057553,0.0644677589304179,-0.342328942516523,0.30961478245133,0.811463407377988,0,0,0
434,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0.319223493841839,-0.656016573093865,-2.15210159768928,1.96894491142437,2.9529888287589,1.9104288754804,0.086473004528016,0.0644573706572719,1.8570712470444,0.0983963218561933,1.52766370658242,1,0,0
435,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.56178960719769,-1.78448670989897,0.885013194604907,2.47432980729835,4.0726272441729,2.20946192941735,0.0864744418799739,0.0644572257745446,1.85648645422,0.279826296486197,0.548525950948816,0,0,1
436,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.885013194604907,-0.885013194604907,-0.238625915462587,4.90046406212453,3.77224831451738,1.47201623776475,0.0864735417658762,0.0645106907329359,0.773012797884914,0.107328577752525,1.01225524301158,0,0,0
437,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.238625915462587,-0.238625915462587,-1.78448670989897,2.34584982739381,3.7725356991235,2.1914815005632,0.0864744788319367,0.0644572987699666,1.85693139793999,0.307190538839824,0.99124977033961,0,0,0
438,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.656016573093865,0.656016573093865,-3.66356164612965,1.97456464319734,2.96448813607201,1.91164477620381,0.0864732516145541,0.0644573321940141,1.85704158169721,0.0752929840354313,1.4240235779299,0,1,0
439,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0.484245985961279,-1.36687627526279,-1.36687627526279,3.08123273530022,3.40401523098516,1.93520130842861,0.086535723889586,0.0644686676998308,-0.340512791884646,0.260208095451026,0.98492087091498,1,0,0
440,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-2.04942989395194,-0.885013194604907,0.484245985961279,4.91364179290417,3.86289790100263,1.49477529107387,0.0864735602797434,0.0645110014498434,0.773009797192298,0.226657370614006,0.59949562447849,0,0,1
441,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.19223189943701,1.19223189943701,-3.66356164612965,2.3403077594454,3.75994186488366,2.19155517811641,0.0864742016171535,0.0644572987699666,1.85690173357175,0.169151882745312,1.17745427576513,0,1,0
442,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915462587,0.238625915462586,-3.66356164612965,2.21879090661214,3.48575298346445,1.92770454678241,0.0864747066343542,0.0644572622843,1.85718991050971,0.177476505130755,0.763792020129277,0,1,0
443,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-1.56178960719769,-3.66356164612965,1.56178960719769,3.12841477473705,5.77439288121865,1.7554728237505,0.0864735787928391,0.0644572785031247,0.772988792456013,0.107867370869007,0.719155999740996,0,0,1
444,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,1.78448670989897,-1.78448670989897,-3.66356164612965,3.07811250586363,3.37925353804077,1.92615655254217,0.0865713563131354,0.064472509257113,-0.343714979236254,0.102376066616867,1.54438726017977,1,0,0
445,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.61196976034667,-1.0330150061823,-0.360287384658641,4.89531293676975,3.75199929225237,1.46746878469888,0.0864735355944157,0.0645106437725084,0.773012797884914,0.156234222030636,0.989392483672214,0,0,0
446,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.0330150061823,-0.118699171516341,-0.885013194604907,2.3893042723781,3.87287823446335,2.19788600850412,0.0864740968464761,0.0644573078876213,1.85673646446432,0.249902320614901,0.921119056730796,0,0,0
447,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0.484245985961279,-3.66356164612965,-0.484245985961279,2.26674532469917,3.59273109555153,1.94710790841527,0.0864740167110314,0.0644572186726268,1.85701191655768,0.310348242950692,1.08593223551074,1,0,0
448,436.818550616046,0,0,0,0,1,0,167,0,0,1,0,0,0,-3.66356164612965,0,0,3.22393728878881,3.17345023167988,1.93892653653098,0.0864735417658762,0.064457265325692,1.85704158169721,0.146348896335137,0.840920424849379,0,0,0
449,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.238625915462587,-1.0330150061823,-0.745168365310824,3.02200563591601,5.47725514435633,1.72143671419865,0.0864737021937668,0.0644572997831136,0.772937781769793,0.203267321309417,1.18753849786251,0,0,0
450,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,0.484245985961279,-0.484245985961279,-3.66356164612965,2.30779196458365,3.6856645651378,2.18573787491791,0.0864746943237021,0.0644572501170589,1.85712634038296,0.22314355131421,1.35977069817953,1,0,0
451,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.360287384658641,-1.19223189943701,-0.484245985961279,2.39408359791107,3.88393274464378,2.19794168848069,0.0864744049249321,0.0644573433308706,1.85675341484536,0.266892458244225,0.919684964942171,0,0,0
452,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.78448670989897,0.484245985961279,-1.0330150061823,3.50049766898144,1.75147198334332,1.4555488207623,0.08647355410854,0.0645102351441775,0.773012797884914,0.210666029803097,0.891301075170549,0,1,0
453,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.360287384658641,-0.885013194604907,-0.745168365310824,4.89165538736821,3.71145683668112,1.45625656689443,0.0864735294228695,0.0645104608945539,0.773012797884914,0.112167296870748,1.15417313077333,0,0,0
454,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,-0.484245985961279,0.484245985961279,3.10560139610979,5.71008268086036,1.74825533996886,0.0864736898552165,0.0644572906641215,0.772913777141073,0.111094047505587,0.756497496060707,0,0,1
455,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.0330150061823,-1.36687627526279,0.238625915462586,3.24314627992834,5.31132630776763,1.73911824685894,0.0864736158167167,0.0644572612704654,0.773018799282148,0.232301489098975,0.843203776766625,0,0,1
456,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223493841839,0.319223493841839,-3.66356164612965,1.96837303357251,2.95175157419493,1.91003187387978,0.086473165149881,0.0644573463678054,1.8570500574895,0.0661622022536688,1.50004706366174,0,1,0
457,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.745168365310824,-0.61196976034667,-0.61196976034667,4.89976505128796,3.7369631796091,1.46155407802246,0.0864735417658762,0.0645105023653634,0.773012797884914,0.143234168085908,1.00430160919687,0,0,0
458,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.61196976034667,-3.66356164612965,-0.61196976034667,3.01016442842374,5.4445947458531,1.7175878014495,0.0864736343274985,0.0644572937039527,0.772988792456013,0.238150383420732,1.22023977678981,1,0,0
459,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,0.484245985961279,-0.484245985961279,3.06571714577257,5.59850376201438,1.73553316112398,0.0864737823859907,0.0644573038355161,0.772862768155233,0.134705702852291,0.88364356554191,0,1,0
460,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.238625915462587,-0.360287384658641,-1.56178960719769,4.89245643085068,3.65569639724917,1.43861682091516,0.0864735294228695,0.0645101046529727,0.773015798581531,0.095946341047209,1.21455659786558,0,0,0
461,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.360287384658641,0.360287384658641,-3.66356164612965,2.97270962666647,5.34231045133909,1.7053024160835,0.0864738440624652,0.0644573180165847,0.772865768651805,0.100569054921695,1.41213265862601,0,1,0
462,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.0330150061823,-1.36687627526279,0.238625915462586,3.24314627992834,5.31132630776763,1.73911824685894,0.0864736158167167,0.0644572612704654,0.773018799282148,0.171092074842406,0.834125773819517,0,0,1
463,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,1.78448670989897,-1.78448670989897,-3.66356164612965,4.85459870741941,3.53206530605912,1.41102727790807,0.0864734923917922,0.0645098425129422,0.773015798581531,0.0197045832743354,1.57788532392099,1,0,0
464,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,1.36687627526279,-1.56178960719769,-2.85079959206822,2.94565017409564,5.2688358730689,1.6963682874446,0.0864737268698394,0.0644573089006012,0.772958786029969,0.113596506582541,1.60817711796668,1,0,0
465,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.745168365310824,-0.484245985961279,-0.745168365310824,3.18641565027308,3.5844425427016,1.95438154340753,0.0866417419299972,0.064485682658413,-0.345710415915137,0.294905917541101,0.876551484305138,0,0,0
466,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.0330150061823,-1.49371353669317,0.319223493841839,2.06922245228664,3.16217808168502,1.93779173597014,0.0864733133647418,0.064457301809352,1.85706700912494,0.174961202387662,1.02140721775914,0,0,1
467,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.0330150061823,-0.238625915462587,-0.745168365310824,4.90640354484752,3.73713611499247,1.45955331059349,0.0864735417658762,0.0645104155439711,0.773012797884914,0.0917584252395407,1.03261492616096,0,0,0
468,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-1.78448670989897,0.238625915462586,-0.745168365310824,3.19617321905642,3.60596894317064,1.95215072926184,0.0858061539118812,0.064286944444828,-0.34113413028762,0.25742902928076,0.622724716263399,0,1,0
469,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-0.61196976034667,-2.04942989395194,2.97602992959081,5.35134245934563,1.70640706554162,0.0864737638813779,0.0644573089006012,0.77291677770566,0.147643841912562,1.41356900325477,1,0,0
470,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,2.38433574301274,-2.85079959206822,-2.85079959206822,3.08463683306075,4.9365394275221,1.69600069505563,0.0864738933974778,0.0644572937039527,0.773045805767749,0.0812112554248232,1.65756118761583,1,0,0
471,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-3.66356164612965,0.360287384658641,-0.360287384658641,2.43172138854002,3.97196083845274,2.20430999877097,0.0864733318881256,0.0644572673531938,1.85655425215049,0.071389996086673,0.843461941218813,0,1,0
472,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.118699171516341,-1.0330150061823,-0.885013194604907,2.37220717802378,3.83319430290516,2.19481778246134,0.0864744357210141,0.0644573423185219,1.85683816776762,0.36067692531803,0.767233723912643,0,0,0
473,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-3.66356164612965,0.118699171516341,-0.118699171516341,2.44275806820998,3.99795021052372,2.20577294319049,0.0864734059739433,0.0644572480889251,1.85652459042241,0.0769610411361284,0.77052480158129,0,1,0
474,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.04942989395194,-1.78448670989897,1.19223189943701,3.12324994552368,5.75978950176589,1.75383984140485,0.0864736158167167,0.0644572825570876,0.772964787283171,0.102376066616867,0.745217672850947,0,0,1
475,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-2.85079959206822,0.885013194604907,-1.0330150061823,2.40129355308475,3.90083733312645,2.20019137040567,0.086473362758717,0.0644573078876213,1.85664747607631,0.137324190863219,0.943983716890904,0,1,0
476,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-3.66356164612965,-0.885013194604907,0.885013194604907,4.9202042922117,3.90794518923189,1.50579323235516,0.086473566450861,0.0645111434140194,0.773009797192298,0.103188157796169,0.698632110790515,0,0,1
477,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.78448670989897,0.360287384658641,-0.885013194604907,2.39929187467082,3.89617237212322,2.19962841881167,0.0864737268698394,0.0644573007962421,1.85667713866466,0.157943478065955,0.913005340882626,0,1,0
478,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.484245985961279,-1.36687627526279,-0.238625915462587,2.29682369537944,3.66045461171606,1.94807881985834,0.0864745096228873,0.0644573170037719,1.85709243670524,0.326421900767712,0.209531323894348,0,0,0
479,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.118699171516341,-1.0330150061823,-0.885013194604907,2.37220717802378,3.83319430290516,2.19481778246134,0.0864744357210141,0.0644573423185219,1.85683816776762,0.259436907011479,0.983014363917063,0,0,0
480,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.61196976034667,-0.484245985961279,-0.885013194604907,3.02414880098717,5.48315852996181,1.72212596115918,0.0864737392073616,0.0644573028224433,0.772910776580487,0.181070774892302,1.1443820229123,0,0,0
481,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0.656016573093865,-0.656016573093865,-3.66356164612965,1.94965127079259,2.91344619378736,1.90514368583375,0.0864728932942776,0.0644573888673602,1.8570712470444,0.0485996698360624,1.64246641644789,1,0,0
482,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,2.38433574301274,-2.85079959206822,-2.85079959206822,3.08463683306075,4.9365394275221,1.69600069505563,0.0864738933974778,0.0644572937039527,0.773045805767749,0.0847087279269542,1.66218215368896,1,0,0
483,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.78448670989897,1.56178960719769,-2.85079959206822,4.9248443560102,3.66666063573554,1.43167956955527,0.086473547937251,0.0645096737949159,0.773012797884914,0.0427720918438691,1.12499452994223,0,1,0
484,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245985961279,-2.38433574301274,-0.745168365310824,3.16568481465765,5.1254196545644,1.71814999506295,0.0864737885540236,0.0644572825570876,0.77303380284525,0.178648151427646,1.25319144811344,1,0,0
485,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.49371353669317,-0.656016573093865,0,2.06277102432895,3.14846582875597,1.93589709535909,0.0864733998005968,0.0644572906641215,1.85705429539201,0.20138861951118,0.990655813829462,0,0,0
486,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-1.36687627526279,-1.0330150061823,3.00199448269478,5.42223936119682,1.71492462021706,0.0864736960245345,0.0644573007962421,0.772949784180174,0.203022473317988,1.29005875323906,1,0,0
487,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-1.78448670989897,-1.56178960719769,0.885013194604907,3.11108953440701,5.72548154676264,1.74999317297525,0.0864736281573236,0.0644572845839575,0.772958786029969,0.130852808418762,0.792177704022899,0,0,1
488,24.2566981595936,1,0,0,0,0,0,194,0,0,0,1,0,0,-1.0330150061823,0,-1.0330150061823,1.36797048695828,1.82674301723162,1.8560271616465,0.0864740906827248,0.0644573078876213,1.85675765245121,0.248811298062788,1.10061029133078,0,0,0
489,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,0,-0.238625915462587,-2.38433574301274,4.88879535269028,3.61482471877181,1.4267671233089,0.0864735232512376,0.0645098842571993,0.773015798581531,0.0777940274400202,1.32471146780795,0,0,0
490,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.36687627526279,1.19223189943701,-2.85079959206822,4.91898676617608,3.65633480511825,1.43028079693224,0.0864735417658762,0.0645096948695919,0.773012797884914,0.0288789595503768,1.18613464619606,0,1,0
491,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-3.66356164612965,-0.238625915462587,3.03279390087628,5.50690292758981,1.72493804244193,0.086473621987063,0.0644572906641215,0.772988792456013,0.240669078180028,1.16667583958154,1,0,0
492,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245985961279,-0.885013194604907,-2.04942989395194,3.12309057701531,5.02954684356495,1.70679740054962,0.0864737330386433,0.0644572906641215,0.773048806508376,0.109750863959119,1.41003530150169,1,0,0
493,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-3.66356164612965,0.238625915462586,-0.238625915462587,2.43724682428005,3.98496220861334,2.20504221619481,0.086473362758717,0.0644572582288503,1.85654153995589,0.0268366539535596,0.863480498041833,0,1,0
494,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,1.0330150061823,-3.66356164612965,-1.0330150061823,2.98731365876627,5.38199233102359,1.71011726932324,0.0864736466675912,0.0644572967436168,0.772988792456013,0.226976197334386,1.36407431421805,1,0,0
495,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.484245985961279,0.484245985961279,-3.66356164612965,2.97518143961202,5.34908494100239,1.70611564675223,0.0864738502296415,0.0644573180165847,0.772859767662663,0.084341148433751,1.41888255071304,0,1,0
496,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,2.38433574301274,-2.38433574301274,-3.66356164612965,2.18222541171349,3.40549801590545,1.91779403466613,0.0864742016171535,0.0644572825570876,1.85716872036151,0.126544541324956,1.13504064528166,1,0,0
497,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-3.66356164612965,-0.360287384658641,0.360287384658641,4.9231783699823,3.8681457096672,1.49351127564739,0.086473566450861,0.0645109206586493,0.773009797192298,0.0465972853767823,0.79773239575002,0,0,1
498,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-2.04942989395194,-2.85079959206822,1.78448670989897,3.31282108462124,5.47735694518671,1.75747665723716,0.0864735787928391,0.0644572359185606,0.773018799282148,0.176973950467359,0.643956936369174,0,0,1
499,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.885013194604907,-0.61196976034667,-0.484245985961279,2.40378082805671,3.90652394273484,2.19968383014824,0.0864742016171535,0.0644573129523351,1.8566983263549,0.263671102490278,0.686927880746029,0,0,0
500,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,0.484245985961279,-0.484245985961279,-3.66356164612965,3.4658589022757,1.65071993247018,1.41679937490627,0.0864735109077166,0.0645097568947572,0.773015798581531,0.0340148785872776,1.42784409077669,1,0,0
501,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,1.36687627526279,-3.66356164612965,-1.36687627526279,3.06841891599231,3.37812400662581,1.93073883668375,0.0865295008943572,0.0644675602605047,-0.340848282326904,0.259745453758758,1.36993629450707,1,0,0
502,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0,0,-3.66356164612965,1.96216209416659,2.93899912084704,1.90840881462776,0.0864730724904998,0.0644573605379595,1.85705853329875,0.0636318602447735,1.54905076241901,0,0,0
503,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,1.49371353669317,-2.15210159768928,-2.15210159768928,1.95022856318355,2.91468811356067,1.90554928609029,0.0864727325742142,0.0644574131381333,1.85709243670524,0.0875528970078615,1.67676005569826,1,0,0
504,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-2.38433574301274,-0.238625915462587,0,2.44328449012054,3.99913540762119,2.20564762561881,0.0864737021937668,0.0644572501170589,1.85654153995589,0.270790204781563,0.561157456096993,0,0,0
505,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-0.484245985961279,0.484245985961279,-3.66356164612965,3.48574185180759,1.67621816841541,1.42251880527342,0.0864735294228695,0.0645096711915844,0.773015798581531,0.0218593343528935,1.29918297912993,0,1,0
506,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-3.66356164612965,-0.484245985961279,0.484245985961279,3.50284750385978,1.83804636090256,1.4966125491192,0.086473566450861,0.0645109780813192,0.773009797192298,0.238701890230062,0.635835813846832,0,0,1
507,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.745168365310824,-0.885013194604907,-0.360287384658641,4.89826661605324,3.7570647235185,1.46811947605451,0.0864735417658762,0.0645106350920119,0.773012797884914,0.179484201973794,0.907653538478492,0,0,0
508,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.484245985961279,-1.0330150061823,-0.484245985961279,4.89311166908504,3.73679024174441,1.46353673880767,0.0864735355944157,0.0645105870461866,0.773012797884914,0.127161145616679,1.06719041865977,0,0,0
509,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.745168365310824,-2.38433574301274,0.484245985961279,2.44598635319773,4.00545458685778,2.20514955538593,0.0864745958261762,0.0644573139652222,1.85658391408622,0.266662705227706,0.607916036197285,0,0,1
510,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.745168365310824,-0.745168365310824,-3.66356164612965,3.09938517234227,4.97523140552798,1.70034859136179,0.0864737453759942,0.0644572937039527,0.773057808754262,0.0676586484738149,1.53316143692944,1,0,0
511,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.118699171516341,-1.0330150061823,-1.19223189943701,2.99927102316117,5.4147806183731,1.71402936825645,0.0864737145319745,0.0644573028224433,0.772937781769793,0.199915865194906,1.28409550879964,1,0,0
512,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.38433574301274,-2.85079959206822,2.04942989395194,3.14508830752503,5.82171670491175,1.76071597061919,0.0864735849636997,0.0644572774895875,0.772982791138797,0.0652257849177073,0.675034125133018,0,0,1
513,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-0.484245985961279,-3.66356164612965,0.484245985961279,3.47313810607434,1.8005613629556,1.48925199767975,0.0864735417658762,0.0645110714012476,0.773012797884914,0.173028509882362,0.985518242497858,0,0,1
514,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.360287384658641,-3.66356164612965,0.360287384658641,2.43338051447758,3.97574957752854,2.20313021512955,0.086474663545576,0.0644573595259263,1.85663476360201,0.189958983923166,0.736254561593879,0,0,1
515,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.885013194604907,-1.0330150061823,-2.85079959206822,3.10297756821271,4.98243229665191,1.70126466483412,0.0864737700496678,0.0644572926906943,0.773051807253003,0.0923968492659676,1.51547881950072,1,0,0
516,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.04942989395194,-3.66356164612965,2.04942989395194,3.14278878256151,5.81518512830689,1.75999508444535,0.0864735787928391,0.0644572764760318,0.772988792456013,0.0588347857208926,0.724984937408697,0,0,1
517,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,1.0330150061823,-1.0330150061823,-3.66356164612965,2.9453445483722,5.26806225154489,1.69627324855862,0.0864737577130023,0.0644573119394295,0.772937781769793,0.0889262091944015,1.62649166699993,1,0,0
518,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,-1.78448670989897,-2.38433574301274,1.36687627526279,2.1377325868253,5.44428871836066,1.75386775785236,0.0864735849636997,0.0644572409898712,0.773018799282148,0.224262924582126,0.650813627543867,0,0,1
519,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-3.66356164612965,-1.0330150061823,1.0330150061823,2.35967915159613,3.79969160843459,1.99012620312342,0.0864744172436215,0.0643929881805916,1.85572380225582,0.236020289127889,0.353750672421486,0,0,1
520,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.885013194604907,-1.78448670989897,-1.56178960719769,3.12760188206441,5.03745474604462,1.70786756720904,0.0864738008898324,0.0644572896508073,0.773039804298498,0.162203879874854,1.35784344494588,1,0,0
521,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-3.66356164612965,-0.745168365310824,0.745168365310824,2.48099344720447,4.08849684125487,2.21085212553974,0.0864738317278555,0.0644571729956702,1.85643560648409,0.0835136002278176,0.677627368901908,0,0,1
522,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.484245985961279,-0.118699171516341,-1.56178960719769,3.00115539903966,5.41999188742247,1.71463857383656,0.0864737823859907,0.0644573089006012,0.77289277330099,0.155549700740966,1.26288301620466,0,0,0
523,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,-3.66356164612965,0,0,2.09745182496854,5.33558441037494,1.74155764523605,0.0864734430122219,0.0644572592427406,0.773012797884914,0.0848006016924651,0.852839619293538,0,0,0
524,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.04942989395194,-2.38433574301274,1.56178960719769,3.13303943432988,5.78748512118592,1.7569280194974,0.0864735973051636,0.0644572795166433,0.772976789837585,0.0784414263065625,0.744220450743946,0,0,1
525,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.745168365310824,-2.04942989395194,-1.19223189943701,2.98703223112287,5.38122424501587,1.71002503315694,0.0864736775163234,0.0644572997831136,0.772967787915772,0.215433908244157,1.37016497919001,1,0,0
526,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.61196976034667,-0.61196976034667,-0.745168365310824,2.38758599806395,3.86888706814985,2.19732129904124,0.0864742940413303,0.0644573220676501,1.8567618900613,0.275811899881294,0.889207263464413,0,0,0
